Epoche,TrainingAcc,TrainingLoss,ValidAcc,ValidLoss
25,90.98611111111111,0.28686102325165713,91.14814814814814,0.24696980222507758
30,91.94907407407408,0.25521558570641056,92.25925925925927,0.238576099563528
31,92.88888888888889,0.2189054136585306,92.92592592592592,0.2022200791924088
48,94.42592592592592,0.1727018771348176,93.22222222222221,0.20271965867943234
